2023-04-22 17:55:11,366 INFO    StreamThr :12412 [internal.py:wandb_internal():87] W&B internal server running at pid: 12412, started at: 2023-04-22 17:55:11.365743
2023-04-22 17:55:36,787 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:55:36,787 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:55:41,840 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:55:41,841 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:55:46,883 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:55:46,884 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:55:51,920 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:55:51,921 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:55:56,991 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:55:56,992 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:02,081 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:02,082 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:07,134 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:07,135 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:11,718 DEBUG   SystemMonitor:12412 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2023-04-22 17:56:12,194 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:12,195 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:17,229 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:17,230 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:22,300 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:22,300 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:27,342 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:27,343 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:32,417 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:32,418 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:37,464 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:37,465 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:42,534 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:42,535 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:47,573 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:47,574 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:52,625 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:52,626 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:56:57,686 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:56:57,687 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:02,698 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:02,699 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:07,752 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:07,753 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:12,796 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:12,796 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:17,907 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:17,907 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:22,953 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:22,955 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:28,010 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:28,012 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:33,064 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:33,065 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:38,128 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:38,130 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:43,196 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:43,196 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
2023-04-22 17:57:48,241 DEBUG   HandlerThread:12412 [handler.py:handle_request():144] handle_request: status_report
2023-04-22 17:57:48,243 DEBUG   SenderThread:12412 [sender.py:send_request():363] send_request: status_report
