2023-05-05 16:25:30,291 INFO    StreamThr :23372 [internal.py:wandb_internal():87] W&B internal server running at pid: 23372, started at: 2023-05-05 16:25:30.291310
2023-05-05 16:25:41,835 DEBUG   HandlerThread:23372 [system_info.py:_save_patches():127] Saving git patches
2023-05-05 16:25:42,518 DEBUG   HandlerThread:23372 [system_info.py:_save_patches():169] Saving git patches done
2023-05-05 16:25:42,518 INFO    HandlerThread:23372 [system_monitor.py:probe():219] Finished publishing system info
2023-05-05 16:25:42,534 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:25:42,534 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: keepalive
2023-05-05 16:25:42,534 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:25:42,534 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: keepalive
2023-05-05 16:25:42,535 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:25:42,535 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:25:42,537 INFO    HandlerThread:23372 [handler.py:handle_tbrecord():747] handling tbrecord: tbrecord {
  log_dir: "eva/runs/gym_STAR/My_Env-v1__ppo_normalizeLayer__2200__1683275123"
  save: true
}
control {
  relay_id: "6fc039d1a7bb4e18be6fa6decf577ae2"
}
_info {
  stream_id: "oedqcyj7"
}

2023-05-05 16:25:42,575 DEBUG   HandlerThread:23372 [config_util.py:dict_from_config_file():103] no default config file found in config-defaults.yaml
2023-05-05 16:25:45,596 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:25:45,597 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:25:46,720 DEBUG   Thread-27 :23372 [tb_watcher.py:_process_events():274] Encountered tensorboard directory watcher error: [WinError 1314] 客户端没有所需的特权。: 'D:\\PycharmProjects\\PPOimplementation\\eva\\runs\\gym_STAR\\My_Env-v1__ppo_normalizeLayer__2200__1683275123\\events.out.tfevents.1683275142.DESKTOP-RPOI2A1.23548.0' -> 'D:\\PycharmProjects\\PPOimplementation\\wandb\\offline-run-20230505_162530-oedqcyj7\\files\\events.out.tfevents.1683275142.DESKTOP-RPOI2A1.23548.0'
2023-05-05 16:25:50,909 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:25:50,910 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:25:55,975 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:25:55,975 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:01,035 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:01,035 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:06,084 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:06,084 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:11,144 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:11,144 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:16,197 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:16,198 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:21,251 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:21,251 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:26,295 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:26,295 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:30,513 DEBUG   SystemMonitor:23372 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2023-05-05 16:26:31,335 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:31,335 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:36,391 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:36,391 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:41,438 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:41,438 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:46,477 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:46,477 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:51,548 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:51,549 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:26:56,595 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:26:56,595 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:01,653 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:01,653 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:06,713 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:06,713 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:11,760 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:11,760 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:16,826 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:16,827 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:21,852 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:21,853 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:26,906 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:26,906 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:31,973 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:31,973 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:37,028 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:37,028 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
2023-05-05 16:27:42,118 DEBUG   HandlerThread:23372 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 16:27:42,118 DEBUG   SenderThread:23372 [sender.py:send_request():363] send_request: status_report
